#    Lat.       Lon.           Depth(km)    Vp(km/s)     Vs(km/s)    Rho(g/cm^3)  
     43.8750    -104.1250      51.0000       8.2610       4.3660       3.3998 
     43.8750    -103.8750      51.0000       8.2730       4.2840       3.4038 
     43.8750    -103.6250      51.0000       8.2520       4.2700       3.3968 
     43.8750    -103.3750      51.0000       8.2120       4.2820       3.3834 
     43.8750    -103.1250      51.0000       8.1700       4.3020       3.3693 
     43.8750    -102.8750      51.0000       8.1510       4.3620       3.3629 
     43.8750    -102.6250      51.0000       8.1370       4.4190       3.3582 
     43.8750    -102.3750      51.0000       8.1160       4.4420       3.3512 
     43.8750    -102.1250      51.0000       8.0940       4.4670       3.3438 
     43.8750    -101.8750      51.0000       8.0720       4.4640       3.3364 
     43.8750    -101.6250      51.0000       8.0380       4.4560       3.3250 
     43.8750    -101.3750      51.0000       8.0090       4.4520       3.3152 
     43.8750    -101.1250      51.0000       8.0230       4.4430       3.3199 
     44.1250    -106.8750      51.0000       8.2260       4.5290       3.3881 
     44.1250    -106.6250      51.0000       8.2960       4.5680       3.4115 
     44.1250    -106.3750      51.0000       8.2160       4.5960       3.3847 
     44.1250    -106.1250      51.0000       8.1140       4.6380       3.3505 
     44.1250    -105.8750      51.0000       8.1100       4.6490       3.3492 
     44.1250    -105.6250      51.0000       8.2130       4.6470       3.3837 
     44.1250    -105.3750      51.0000       8.1900       4.6180       3.3760 
     44.1250    -105.1250      51.0000       8.1830       4.5760       3.3737 
     44.1250    -104.8750      51.0000       8.1790       4.5200       3.3723 
     44.1250    -104.6250      51.0000       8.1580       4.4640       3.3653 
     44.1250    -104.3750      51.0000       8.2190       4.3950       3.3857 
     44.1250    -104.1250      51.0000       8.2570       4.3250       3.3984 
     44.1250    -103.8750      51.0000       8.2680       4.2860       3.4021 
     44.1250    -103.6250      51.0000       8.2460       4.2940       3.3948 
     44.1250    -103.3750      51.0000       8.2160       4.3490       3.3847 
     44.1250    -103.1250      51.0000       8.1780       4.3840       3.3720 
     44.1250    -102.8750      51.0000       8.1570       4.4490       3.3650 
     44.1250    -102.6250      51.0000       8.1430       4.5200       3.3603 
     44.1250    -102.3750      51.0000       8.1310       4.5550       3.3562 
     44.1250    -102.1250      51.0000       8.1120       4.5490       3.3498 
     44.1250    -101.8750      51.0000       8.0880       4.5280       3.3418 
     44.1250    -101.6250      51.0000       8.0540       4.5000       3.3303 
     44.1250    -101.3750      51.0000       8.0300       4.4820       3.3223 
     44.1250    -101.1250      51.0000       8.0430       4.4630       3.3266 
     44.3750    -106.8750      51.0000       8.3720       4.5890       3.4368 
     44.3750    -106.6250      51.0000       8.4150       4.6100       3.4511 
     44.3750    -106.3750      51.0000       8.2000       4.6320       3.3794 
     44.3750    -106.1250      51.0000       8.2240       4.6330       3.3874 
     44.3750    -105.8750      51.0000       8.3240       4.6430       3.4208 
     44.3750    -105.6250      51.0000       8.2320       4.6370       3.3901 
     44.3750    -105.3750      51.0000       8.1330       4.5910       3.3569 
     44.3750    -105.1250      51.0000       8.0880       4.5370       3.3418 
     44.3750    -104.8750      51.0000       8.1540       4.4650       3.3639 
     44.3750    -104.6250      51.0000       8.1410       4.4120       3.3596 
     44.3750    -104.3750      51.0000       8.1830       4.3720       3.3737 
     44.3750    -104.1250      51.0000       8.2230       4.3640       3.3871 
     44.3750    -103.8750      51.0000       8.2480       4.3510       3.3954 
     44.3750    -103.6250      51.0000       8.2410       4.3880       3.3931 
     44.3750    -103.3750      51.0000       8.2170       4.4390       3.3851 
     44.3750    -103.1250      51.0000       8.1840       4.4920       3.3740 
     44.3750    -102.8750      51.0000       8.1620       4.5440       3.3666 
     44.3750    -102.6250      51.0000       8.1480       4.5810       3.3619 
     44.3750    -102.3750      51.0000       8.1360       4.6100       3.3579 
     44.3750    -102.1250      51.0000       8.1230       4.6180       3.3535 
     44.3750    -101.8750      51.0000       8.1030       4.5920       3.3468 
     44.3750    -101.6250      51.0000       8.0710       4.5390       3.3361 
     44.3750    -101.3750      51.0000       8.0540       4.4990       3.3303 
     44.3750    -101.1250      51.0000       8.0690       4.4730       3.3354 
     44.6250    -106.8750      51.0000       8.4530       4.5740       3.4638 
     44.6250    -106.6250      51.0000       8.4990       4.5850       3.4790 
     44.6250    -106.3750      51.0000       8.3250       4.5980       3.4212 
     44.6250    -106.1250      51.0000       8.4230       4.6350       3.4538 
     44.6250    -105.8750      51.0000       8.3210       4.6480       3.4198 
     44.6250    -105.6250      51.0000       8.1470       4.6370       3.3616 
     44.6250    -105.3750      51.0000       8.0900       4.6520       3.3425 
     44.6250    -105.1250      51.0000       8.0860       4.5410       3.3411 
     44.6250    -104.8750      51.0000       8.1400       4.5240       3.3592 
     44.6250    -104.6250      51.0000       8.1760       4.4880       3.3713 
     44.6250    -104.3750      51.0000       8.2110       4.4720       3.3831 
     44.6250    -104.1250      51.0000       8.2130       4.4280       3.3837 
     44.6250    -103.8750      51.0000       8.2440       4.4300       3.3941 
     44.6250    -103.6250      51.0000       8.2340       4.4630       3.3908 
     44.6250    -103.3750      51.0000       8.2100       4.5090       3.3827 
     44.6250    -103.1250      51.0000       8.1900       4.5540       3.3760 
     44.6250    -102.8750      51.0000       8.1730       4.5990       3.3703 
     44.6250    -102.6250      51.0000       8.1610       4.6170       3.3663 
     44.6250    -102.3750      51.0000       8.1490       4.6320       3.3623 
     44.6250    -102.1250      51.0000       8.1340       4.6410       3.3572 
     44.6250    -101.8750      51.0000       8.1170       4.6070       3.3515 
     44.6250    -101.6250      51.0000       8.0940       4.5570       3.3438 
     44.6250    -101.3750      51.0000       8.0860       4.5060       3.3411 
     44.6250    -101.1250      51.0000       8.0970       4.4780       3.3448 
     44.8750    -106.8750      51.0000       8.4530       4.4880       3.4638 
     44.8750    -106.6250      51.0000       8.4850       4.5100       3.4744 
     44.8750    -106.3750      51.0000       8.4300       4.6310       3.4561 
     44.8750    -106.1250      51.0000       8.4530       4.6720       3.4638 
     44.8750    -105.8750      51.0000       8.3560       4.6400       3.4315 
     44.8750    -105.6250      51.0000       8.2900       4.6910       3.4095 
     44.8750    -105.3750      51.0000       8.1940       4.6940       3.3774 
     44.8750    -105.1250      51.0000       8.1810       4.6260       3.3730 
     44.8750    -104.8750      51.0000       8.1960       4.5970       3.3780 
     44.8750    -104.6250      51.0000       8.1990       4.5750       3.3790 
     44.8750    -104.3750      51.0000       8.2250       4.5510       3.3877 
     44.8750    -104.1250      51.0000       8.2250       4.5310       3.3877 
     44.8750    -103.8750      51.0000       8.2240       4.5210       3.3874 
     44.8750    -103.6250      51.0000       8.2060       4.5100       3.3814 
     44.8750    -103.3750      51.0000       8.1850       4.5340       3.3743 
     44.8750    -103.1250      51.0000       8.1910       4.5620       3.3764 
     44.8750    -102.8750      51.0000       8.1800       4.5810       3.3727 
     44.8750    -102.6250      51.0000       8.1770       4.6080       3.3717 
     44.8750    -102.3750      51.0000       8.1690       4.6310       3.3690 
     44.8750    -102.1250      51.0000       8.1550       4.6310       3.3643 
     44.8750    -101.8750      51.0000       8.1370       4.5990       3.3582 
     44.8750    -101.6250      51.0000       8.1170       4.5640       3.3515 
     44.8750    -101.3750      51.0000       8.1090       4.5210       3.3488 
     44.8750    -101.1250      51.0000       8.1150       4.4650       3.3509 
     45.1250    -106.8750      51.0000       8.5470       4.5700       3.4949 
     45.1250    -106.6250      51.0000       8.5170       4.6150       3.4850 
     45.1250    -106.3750      51.0000       8.5900       4.6750       3.5091 
     45.1250    -106.1250      51.0000       8.5540       4.6810       3.4972 
     45.1250    -105.8750      51.0000       8.4700       4.6610       3.4694 
     45.1250    -105.6250      51.0000       8.5450       4.6650       3.4942 
     45.1250    -105.3750      51.0000       8.4370       4.6780       3.4584 
     45.1250    -105.1250      51.0000       8.3040       4.6990       3.4141 
     45.1250    -104.8750      51.0000       8.2420       4.6780       3.3934 
     45.1250    -104.6250      51.0000       8.2170       4.6390       3.3851 
     45.1250    -104.3750      51.0000       8.2130       4.6040       3.3837 
     45.1250    -104.1250      51.0000       8.1910       4.5610       3.3764 
     45.1250    -103.8750      51.0000       8.1950       4.5070       3.3777 
     45.1250    -103.6250      51.0000       8.2000       4.4990       3.3794 
     45.1250    -103.3750      51.0000       8.2030       4.5050       3.3804 
     45.1250    -103.1250      51.0000       8.2050       4.5420       3.3810 
     45.1250    -102.8750      51.0000       8.1920       4.5810       3.3767 
     45.1250    -102.6250      51.0000       8.1900       4.6210       3.3760 
     45.1250    -102.3750      51.0000       8.1870       4.6410       3.3750 
     45.1250    -102.1250      51.0000       8.1770       4.6370       3.3717 
     45.1250    -101.8750      51.0000       8.1610       4.6040       3.3663 
     45.1250    -101.6250      51.0000       8.1420       4.5590       3.3599 
     45.1250    -101.3750      51.0000       8.1280       4.5100       3.3552 
     45.1250    -101.1250      51.0000       8.1270       4.4600       3.3549 
     45.3750    -106.8750      51.0000       8.3330       4.6110       3.4238 
     45.3750    -106.6250      51.0000       8.3630       4.6440       3.4338 
     45.3750    -106.3750      51.0000       8.4610       4.6900       3.4664 
     45.3750    -106.1250      51.0000       8.5540       4.6610       3.4972 
     45.3750    -105.8750      51.0000       8.6140       4.6750       3.5171 
     45.3750    -105.6250      51.0000       8.6750       4.6810       3.5372 
     45.3750    -105.3750      51.0000       8.4530       4.7080       3.4638 
     45.3750    -105.1250      51.0000       8.3000       4.7190       3.4128 
     45.3750    -104.8750      51.0000       8.2290       4.6860       3.3891 
     45.3750    -104.6250      51.0000       8.1940       4.6170       3.3774 
     45.3750    -104.3750      51.0000       8.1930       4.5670       3.3770 
     45.3750    -104.1250      51.0000       8.1620       4.5220       3.3666 
     45.3750    -103.8750      51.0000       8.1780       4.4900       3.3720 
     45.3750    -103.6250      51.0000       8.2060       4.4870       3.3814 
     45.3750    -103.3750      51.0000       8.2180       4.4920       3.3854 
